BioSample	Experiment	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	source_name	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	cell_type	develpmental_stage
SAMN07278593	SRX2956860	2017-06-27	47	20	SRR5756746	SRS2314063	GSM2684326	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278592	SRX2956861	2017-06-27	97	41	SRR5756747	SRS2314064	GSM2684327	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278591	SRX2956862	2017-06-27	108	45	SRR5756748	SRS2314065	GSM2684328	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278672	SRX2956863	2017-06-27	132	56	SRR5756749	SRS2314066	GSM2684329	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278671	SRX2956864	2017-06-27	125	52	SRR5756750	SRS2314067	GSM2684330	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278670	SRX2956865	2017-06-27	112	47	SRR5756751	SRS2314068	GSM2684331	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278669	SRX2956866	2017-06-27	194	81	SRR5756752	SRS2314069	GSM2684332	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278668	SRX2956867	2017-06-27	68	28	SRR5756753	SRS2314070	GSM2684333	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278667	SRX2956868	2017-06-27	83	34	SRR5756754	SRS2314071	GSM2684334	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278666	SRX2956869	2017-06-27	70	29	SRR5756755	SRS2314072	GSM2684335	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278665	SRX2956870	2017-06-27	68	28	SRR5756756	SRS2314073	GSM2684336	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278296	SRX2956871	2017-06-27	57	24	SRR5756757	SRS2314074	GSM2684337	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278295	SRX2956872	2017-06-27	135	56	SRR5756758	SRS2314076	GSM2684338	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278294	SRX2956873	2017-06-27	71	29	SRR5756759	SRS2314075	GSM2684339	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278293	SRX2956874	2017-06-27	75	31	SRR5756760	SRS2314077	GSM2684340	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278292	SRX2956875	2017-06-27	84	35	SRR5756761	SRS2314078	GSM2684341	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278291	SRX2956876	2017-06-27	59	25	SRR5756762	SRS2314079	GSM2684342	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278290	SRX2956877	2017-06-27	104	43	SRR5756763	SRS2314080	GSM2684343	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278289	SRX2956878	2017-06-27	138	58	SRR5756764	SRS2314082	GSM2684344	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278288	SRX2956879	2017-06-27	90	38	SRR5756765	SRS2314081	GSM2684345	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278287	SRX2956880	2017-06-27	84	35	SRR5756766	SRS2314083	GSM2684346	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278286	SRX2956881	2017-06-27	131	55	SRR5756767	SRS2314084	GSM2684347	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278285	SRX2956882	2017-06-27	148	61	SRR5756768	SRS2314085	GSM2684348	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278284	SRX2956883	2017-06-27	129	54	SRR5756769	SRS2314086	GSM2684350	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278283	SRX2956884	2017-06-27	232	97	SRR5756770	SRS2314087	GSM2684352	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278282	SRX2956885	2017-06-27	133	56	SRR5756771	SRS2314089	GSM2684354	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278281	SRX2956886	2017-06-27	70	29	SRR5756772	SRS2314088	GSM2684356	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278280	SRX2956887	2017-06-27	170	71	SRR5756773	SRS2314090	GSM2684358	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278424	SRX2956888	2017-06-27	107	44	SRR5756774	SRS2314091	GSM2684360	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278423	SRX2956889	2017-06-27	63	26	SRR5756775	SRS2314092	GSM2684362	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278422	SRX2956890	2017-06-27	107	45	SRR5756776	SRS2314093	GSM2684364	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278421	SRX2956891	2017-06-27	77	32	SRR5756777	SRS2314095	GSM2684365	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278420	SRX2956892	2017-06-27	1177	490	SRR5756778	SRS2314094	GSM2684366	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278419	SRX2956893	2017-06-27	177	74	SRR5756779	SRS2314096	GSM2684367	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278418	SRX2956894	2017-06-27	94	39	SRR5756780	SRS2314097	GSM2684368	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278417	SRX2956895	2017-06-27	247	104	SRR5756781	SRS2314099	GSM2684369	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278416	SRX2956896	2017-06-27	169	71	SRR5756782	SRS2314098	GSM2684370	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278415	SRX2956897	2017-06-27	161	67	SRR5756783	SRS2314100	GSM2684371	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278414	SRX2956898	2017-06-27	193	81	SRR5756784	SRS2314101	GSM2684372	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278413	SRX2956899	2017-06-27	151	63	SRR5756785	SRS2314102	GSM2684373	E7.25	E7.25_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278412	SRX2956900	2017-06-27	63	26	SRR5756786	SRS2314103	GSM2684374	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278411	SRX2956901	2017-06-27	124	52	SRR5756787	SRS2314104	GSM2684375	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278410	SRX2956902	2017-06-27	116	49	SRR5756788	SRS2314105	GSM2684376	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278409	SRX2956903	2017-06-27	87	37	SRR5756789	SRS2314106	GSM2684377	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278408	SRX2956904	2017-06-27	143	61	SRR5756790	SRS2314107	GSM2684378	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278407	SRX2956905	2017-06-27	67	28	SRR5756791	SRS2314108	GSM2684379	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278406	SRX2956906	2017-06-27	83	35	SRR5756792	SRS2314109	GSM2684380	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278405	SRX2956907	2017-06-27	106	45	SRR5756793	SRS2314110	GSM2684381	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278404	SRX2956908	2017-06-27	92	38	SRR5756794	SRS2314111	GSM2684382	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278403	SRX2956909	2017-06-27	150	64	SRR5756795	SRS2314112	GSM2684383	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278402	SRX2956910	2017-06-27	198	84	SRR5756796	SRS2314113	GSM2684384	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278401	SRX2956911	2017-06-27	129	55	SRR5756797	SRS2314114	GSM2684385	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278400	SRX2956912	2017-06-27	301	128	SRR5756798	SRS2314115	GSM2684386	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278399	SRX2956913	2017-06-27	81	35	SRR5756799	SRS2314116	GSM2684387	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278398	SRX2956914	2017-06-27	99	42	SRR5756800	SRS2314117	GSM2684388	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278397	SRX2956915	2017-06-27	91	38	SRR5756801	SRS2314118	GSM2684389	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278396	SRX2956916	2017-06-27	96	41	SRR5756802	SRS2314119	GSM2684390	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278395	SRX2956917	2017-06-27	120	51	SRR5756803	SRS2314120	GSM2684391	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278394	SRX2956918	2017-06-27	78	33	SRR5756804	SRS2314121	GSM2684392	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278393	SRX2956919	2017-06-27	97	41	SRR5756805	SRS2314122	GSM2684393	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278392	SRX2956920	2017-06-27	232	99	SRR5756806	SRS2314123	GSM2684394	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278391	SRX2956921	2017-06-27	116	49	SRR5756807	SRS2314124	GSM2684395	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278390	SRX2956922	2017-06-27	471	200	SRR5756808	SRS2314125	GSM2684396	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278389	SRX2956923	2017-06-27	169	72	SRR5756809	SRS2314126	GSM2684397	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278388	SRX2956924	2017-06-27	253	108	SRR5756810	SRS2314127	GSM2684398	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278387	SRX2956925	2017-06-27	172	73	SRR5756811	SRS2314128	GSM2684399	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278386	SRX2956926	2017-06-27	90	38	SRR5756812	SRS2314129	GSM2684400	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278385	SRX2956927	2017-06-27	188	80	SRR5756813	SRS2314130	GSM2684401	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278384	SRX2956928	2017-06-27	240	103	SRR5756814	SRS2314131	GSM2684402	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278383	SRX2956929	2017-06-27	48	20	SRR5756815	SRS2314132	GSM2684403	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278382	SRX2956930	2017-06-27	66	28	SRR5756816	SRS2314133	GSM2684404	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278174	SRX2956931	2017-06-27	176	74	SRR5756817	SRS2314135	GSM2684405	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
SAMN07278173	SRX2956932	2017-06-27	215	92	SRR5756818	SRS2314134	GSM2684406	E6.75	E6.75_Mesp1-GFP+_WT	RNA-Seq	50	PRJNA391918	GEO	public	sra	ncbi	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2018-01-29	SRP110511	Mesp1+ cells	Gastrulation
