BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	cell_type_s	strain_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s
SAMN04195032	SRX1355281	2015-10-19	64	69	SRR2727534	SRS1121284	GSM1912343	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195033	SRX1355282	2015-10-19	112	120	SRR2727535	SRS1121283	GSM1912344	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195034	SRX1355283	2015-10-19	38	39	SRR2727536	SRS1121282	GSM1912345	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195035	SRX1355284	2015-10-19	49	54	SRR2727537	SRS1121281	GSM1912346	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195036	SRX1355285	2015-10-19	104	111	SRR2727538	SRS1121280	GSM1912347	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195037	SRX1355286	2015-10-19	67	69	SRR2727539	SRS1121278	GSM1912348	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195038	SRX1355287	2015-10-19	67	69	SRR2727540	SRS1121279	GSM1912349	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195039	SRX1355288	2015-10-19	109	111	SRR2727541	SRS1121277	GSM1912350	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195040	SRX1355289	2015-10-19	78	83	SRR2727542	SRS1121276	GSM1912351	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195041	SRX1355290	2015-10-19	42	45	SRR2727543	SRS1121275	GSM1912352	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195042	SRX1355291	2015-10-19	164	165	SRR2727544	SRS1121274	GSM1912353	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195043	SRX1355292	2015-10-19	133	143	SRR2727545	SRS1121273	GSM1912354	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04195044	SRX1355293	2015-10-19	113	115	SRR2727546	SRS1121272	GSM1912355	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194990	SRX1355294	2015-10-19	86	92	SRR2727547	SRS1121271	GSM1912356	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194991	SRX1355295	2015-10-19	115	127	SRR2727548	SRS1121269	GSM1912357	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194992	SRX1355296	2015-10-19	106	114	SRR2727549	SRS1121270	GSM1912358	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194993	SRX1355297	2015-10-19	54	55	SRR2727550	SRS1121268	GSM1912359	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194994	SRX1355298	2015-10-19	43	44	SRR2727551	SRS1121267	GSM1912360	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194995	SRX1355299	2015-10-19	73	75	SRR2727552	SRS1121266	GSM1912361	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194996	SRX1355300	2015-10-19	61	63	SRR2727553	SRS1121265	GSM1912362	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194997	SRX1355301	2015-10-19	155	156	SRR2727554	SRS1121264	GSM1912363	male	E5.5 Epilbast	male C57BL/6J x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194619	SRX1354792	2015-10-19	40	49	SRR2727045	SRS1121749	GSM1911848	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194621	SRX1354793	2015-10-19	192	204	SRR2727046	SRS1121748	GSM1911849	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194622	SRX1354794	2015-10-19	120	129	SRR2727047	SRS1121746	GSM1911850	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194620	SRX1354795	2015-10-19	84	90	SRR2727048	SRS1121745	GSM1911851	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194623	SRX1354796	2015-10-19	92	107	SRR2727049	SRS1121747	GSM1911852	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194624	SRX1354797	2015-10-19	146	155	SRR2727050	SRS1121744	GSM1911853	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194625	SRX1354798	2015-10-19	182	192	SRR2727051	SRS1121743	GSM1911854	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194626	SRX1354799	2015-10-19	189	199	SRR2727052	SRS1121742	GSM1911855	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194627	SRX1354800	2015-10-19	153	163	SRR2727053	SRS1121740	GSM1911856	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194628	SRX1354801	2015-10-19	198	208	SRR2727054	SRS1121741	GSM1911857	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194630	SRX1354802	2015-10-19	151	160	SRR2727055	SRS1121739	GSM1911858	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194631	SRX1354803	2015-10-19	98	106	SRR2727056	SRS1121738	GSM1911859	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194629	SRX1354804	2015-10-19	160	170	SRR2727057	SRS1121737	GSM1911860	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194632	SRX1354805	2015-10-19	154	163	SRR2727058	SRS1121736	GSM1911861	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194633	SRX1354806	2015-10-19	157	166	SRR2727059	SRS1121735	GSM1911862	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194634	SRX1354807	2015-10-19	190	199	SRR2727060	SRS1121734	GSM1911863	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194635	SRX1354808	2015-10-19	227	240	SRR2727061	SRS1121733	GSM1911864	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194636	SRX1354809	2015-10-19	242	254	SRR2727062	SRS1121732	GSM1911865	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194637	SRX1354810	2015-10-19	93	100	SRR2727063	SRS1121731	GSM1911866	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194638	SRX1354811	2015-10-19	210	221	SRR2727064	SRS1121727	GSM1911867	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194639	SRX1354812	2015-10-19	131	138	SRR2727065	SRS1121725	GSM1911868	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194640	SRX1354813	2015-10-19	67	71	SRR2727066	SRS1121724	GSM1911869	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194641	SRX1354814	2015-10-19	195	225	SRR2727067	SRS1121730	GSM1911870	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194642	SRX1354815	2015-10-19	305	327	SRR2727068	SRS1121729	GSM1911871	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194643	SRX1354816	2015-10-19	318	341	SRR2727069	SRS1121723	GSM1911872	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194644	SRX1354817	2015-10-19	248	267	SRR2727070	SRS1121722	GSM1911873	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194645	SRX1354818	2015-10-19	180	195	SRR2727071	SRS1121726	GSM1911874	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194646	SRX1354819	2015-10-19	146	158	SRR2727072	SRS1121728	GSM1911875	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194647	SRX1354820	2015-10-19	140	153	SRR2727073	SRS1121721	GSM1911876	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194708	SRX1354821	2015-10-19	300	326	SRR2727074	SRS1121720	GSM1911877	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194709	SRX1354822	2015-10-19	113	129	SRR2727075	SRS1121718	GSM1911878	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194710	SRX1354823	2015-10-19	332	351	SRR2727076	SRS1121717	GSM1911879	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194711	SRX1354824	2015-10-19	128	144	SRR2727077	SRS1121716	GSM1911880	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194712	SRX1354825	2015-10-19	63	72	SRR2727078	SRS1121719	GSM1911881	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194713	SRX1354826	2015-10-19	78	88	SRR2727079	SRS1121714	GSM1911882	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194714	SRX1354827	2015-10-19	51	61	SRR2727080	SRS1121715	GSM1911883	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194715	SRX1354828	2015-10-19	83	91	SRR2727081	SRS1121712	GSM1911884	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194716	SRX1354829	2015-10-19	159	172	SRR2727082	SRS1121711	GSM1911885	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194717	SRX1354830	2015-10-19	172	185	SRR2727083	SRS1121713	GSM1911886	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194718	SRX1354831	2015-10-19	139	149	SRR2727084	SRS1121710	GSM1911887	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194719	SRX1354832	2015-10-19	85	92	SRR2727085	SRS1121709	GSM1911888	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194720	SRX1354833	2015-10-19	102	111	SRR2727086	SRS1121708	GSM1911889	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194721	SRX1354834	2015-10-19	33	36	SRR2727087	SRS1121706	GSM1911890	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194722	SRX1354835	2015-10-19	68	76	SRR2727088	SRS1121707	GSM1911891	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194723	SRX1354836	2015-10-19	109	132	SRR2727089	SRS1121705	GSM1911892	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194724	SRX1354837	2015-10-19	368	391	SRR2727090	SRS1121704	GSM1911893	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194725	SRX1354838	2015-10-19	559	587	SRR2727091	SRS1121703	GSM1911894	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194726	SRX1354839	2015-10-19	336	357	SRR2727092	SRS1121702	GSM1911895	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194727	SRX1354840	2015-10-19	111	124	SRR2727093	SRS1121701	GSM1911896	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194728	SRX1354841	2015-10-19	146	158	SRR2727094	SRS1121700	GSM1911897	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194729	SRX1354842	2015-10-19	102	112	SRR2727095	SRS1121698	GSM1911898	male	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194730	SRX1354843	2015-10-19	102	115	SRR2727096	SRS1121697	GSM1911899	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194731	SRX1354844	2015-10-19	151	170	SRR2727097	SRS1121696	GSM1911900	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194732	SRX1354845	2015-10-19	121	137	SRR2727098	SRS1121695	GSM1911901	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194733	SRX1354846	2015-10-19	131	147	SRR2727099	SRS1121694	GSM1911902	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194734	SRX1354847	2015-10-19	123	139	SRR2727100	SRS1121693	GSM1911903	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194678	SRX1354848	2015-10-19	154	173	SRR2727101	SRS1121692	GSM1911904	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194700	SRX1354870	2015-10-19	175	196	SRR2727123	SRS1121671	GSM1911926	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194701	SRX1354871	2015-10-19	391	415	SRR2727124	SRS1121670	GSM1911927	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194702	SRX1354872	2015-10-19	355	382	SRR2727125	SRS1121669	GSM1911928	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
